NCTId,Condition,Brief Title,Completion Date,Intervention Name,Phase,Enrollment,Primary Outcome,Secondary Outcome,Study Type,Lead Sponsor,Eligibility,Location,Study First Post Date
NCT04371744,COVID-19,QT-Logs : Artificial Intelligence for QT Interval Analysis of ECG From Smartwatches in Patient Receiving Treatment for Covid-19,2020-06-05,,Unaddressed,100,"Measurement of QTc using an artificial intelligence (AI)-based solution and ECG data collected via smartwatches, compare to standard 12 leads ECG reviewed by cardiologist",,Observational,,"Inclusion Criteria:

Patient over 18 years old
SARS-COV-2 confirmed infection by positive nasopharyngual PCR
Prescription of association hydroxychloroquine and azythromycine for COVI-19 therapy
Patient's smartphone able to download the smartwatches application

Exclusion Criteria:

Presence of a pacemaker
Pregnant or breastfeeding females
Refusal to participate
Incapacity
Adult under legal protection (trusteeship, guardianship)",France,2020-05-01
NCT04358198,"GIM Diagnosis, Artificial Intellegence",AI in GIM Diagnosis,2024-02-28,Artificial intelligence,Not Applicable,120,"Accuracy, sensitivity, specificity can be calculated by 2x2 table (pathology is a gold standard)",,Interventional,,"Inclusion Criteria:

More than 18 years of age
Able to sign a consent form

Exclusion Criteria:

History of gastric surgery
Coagulopathy
Pregnancy/Breast feeding",Thailand,2020-04-24
NCT05725187,Atrial Fibrillation Paroxysmal,Prospective Validation Study of AI-based Prediction Algorithm for the Prediction of Paroxysmal Atrial Fibrillation,2025-12-31,MobiCare,Unaddressed,650,"The AI prediction algorithm classifies patients into high-risk and low-risk categories for predicting paroxysmal atrial fibrillation within a week, based on ECG recordings of those with normal sinus rhythm. The accuracy of the prediction will be assessed through the use of a wearable device that records occurrence of paroxysmal atrial fibrillation over the course of a week.","The artificial intelligence prediction algorithm categorizes patients into high-risk and low-risk groups when predicting paroxysmal atrial fibrillation within one week based on normal sinus rhythm ECG data. The AI prediction algorithm's performance is assessed based on the data obtained from the primary outcome, which involves confirming whether atrial fibrillation recorded through a week-long use of a wearable device. We will gauge the algorithm's effectiveness by evaluating its predictive abilities, encompassing sensitivity, specificity, positive predictive rate, negative predictive rate, and the F1 score.",Observational,,"Inclusion Criteria:

Participants must be above 20 in age
Participants are patients with symptom of arrhythmia who visited outpatient clinic or who have been hospitalized

Exclusion Criteria:

Excluding patients with cardiac implantable electronic device such as pacemakers, implantable defibrillators (ICD), or cardiac resynchronization therapy (CRT).
Excluding pregnant women and lactating women.","Korea, Republic of, Korea, Republic of, Korea, Republic of, Korea, Republic of, Korea, Republic of, Korea, Republic of, Korea, Republic of, Korea, Republic of, Korea, Republic of, Korea, Republic of, Korea, Republic of",2023-02-13
NCT05836064,"Colonic Polyp, Colonic Neoplasms, Colonic Disease, Colonic Adenoma",GastroBot: Artificial Intelligence Applied to Bowel Preparation,2024-04-28,"GastroBot, Conventional explanation",Not Applicable,388,"Visual assessment of colonoscopy cleansing per colonic part (left, transverse, right), based on BBPS scale., If bowel preparation was enough unsatisfactory to re-scheduled colonoscopy.","Time since colonoscopy beginning to cecal visualization., Visualization of any adenoma or polyp during colonoscopy, Any adverse event related to polyethylene glycol intake, Patient's qualification of his/her interaction with GastroBot, in accordance with the Mobile App Rating Survey scale (MARS). Due that GastroBot is not a proper App, only MARS functionality questions will be given to the patient, an only patients from the GB group.",Interventional,,"Inclusion Criteria:

Age under 18 and over 80 years old.
Who agrees to participate in the study and can understand and provide written informed consent.
Any colonoscopy indication: colorectal neoplasia screening, surveillance of colon pre-existing diseases, or diagnostic approach in symptomatic patients.
Smartphone owners (any device) and WhatsApp users, independence of local or international mobile phone provider.

Exclusion Criteria:

Scheduled colonoscopies with any therapeutic approach will be categorically excluded if it does not have a cecal intubation indication.
Patients with difficulty understanding instructions for bowel preparation or not being able to use WhatsApp.
History of diabetes mellitus with insulin therapy, heart disease, kidney, liver, or severe metabolic disorder.
Phenprocoumon therapy or severe uncontrolled coagulopathy
Pregnancy and lactation
Prior history of colon resection, ileostomy, or colostomy",Argentina,2023-05-01
NCT05558605,"Heart Failure, Valve Heart Disease",Use of Artificial Intelligence-Guided Echocardiography to assIst cardiovascuLar Patient managEment,2025-12-30,"AI-guided echo, Standard echo",Not Applicable,612,Number of Participants with Diagnosis of cardiac dysfunction or heart valve disease,,Interventional,,"Inclusion Criteria:

Age >45 years
eligible for Medicare
exercise intolerance or cardiovascular (CV) risk factors

Exclusion Criteria:

Known HF or HVD
situations where cardio-protection is already indicated (eg. known CAD)
comorbid conditions with life expectancy <2 years
inability to provide written informed consent",Australia,2022-09-28
NCT04206098,Chronic Obstructive Pulmonary Disease,"Chart Review of Patients With COPD, Using Electronic Medical Records and Artificial Intelligence",2020-12-30,Factors associated with Hospital admission for an Acute Exacerbation Chronic Obstructive Pulmonary Disease (AECOPD),Unaddressed,2500000,"Number of factors associated with hospital admission of patients with AECOPD, using EMRs and artificial intelligence learning tool","Number of clinical characteristics of COPD patients that require hospital admission, Number and description of comorbidities associated with hospitalized COPD patients, presented per sex, such as cardiovascular disease, anxiety, depression, gastroesophageal reflux., Number of patients with COPD hospitalized with increased eosinophil blood counts., Number of COPD patients hospitalized with elevated inflammatory parameters such as white cell counts, neutrophil count and C-reactive protein, presented in a descriptive model, Number of clinical phenotypes of patients with COPD that exacerbate and require hospital admissions, Number of COPD patients hospitalized do not follow 100% treatment recommendations within the previous 6 weeks, Number of identified risks per COPD patient hospitalized, such as Spanish Guide COPD (GesEPOC), the Dyspnoea, Eosinopenia, Consolidation, Acidemia and Atrial Fibrillation [DECAF] Score, or another multicomponent index., Number of biologic biomarkers (different to eosinophil count) associated to hospitalization and/or rehospitalizations due to COPD exacerbations",Observational,,"Inclusion Criteria:

Subjects aged ≥ 35-year-old, smokers or former smokers of more than 10 pack-years.
Had a diagnosis of COPD (a post-bronchodilator ratio forced expiratory volume in the first second (FEV1) / forced vital capacity (FVC) < 0.70, and the presence of respiratory symptoms such as cough, sputum, and dyspnoea).
Admitted for ''respiratory disease'' [respiratory infection or pleural effusion (OR) respiratory failure (OR) right/left heart failure (OR) chronic bronchitis (OR) bronchospasms (AND) [historical diagnosis of COPD (OR) a documented FEV1/FVC < 0.70 in the absence of other obstructive diseases, such as asthma or bronchiolitis].

Exclusion Criteria:

Patients with a specific diagnosis upon admission of pulmonary oedema, pneumonia, radiological infiltration, pulmonary embolism, pneumothorax, rib fractures, aspiration, or any other associated respiratory or of non-respiratory condition, such as major cardiopathy with chronic heart failure, extended neoplasia, liver or kidney failure.","Austria, Spain, Spain, Spain, Spain, Spain, Spain, Spain, Spain, Switzerland, United Kingdom",2019-12-20
NCT06079619,"Genital Tumor, Pigmented Lesions",Comparison of Dermatoscopy X400 Interpreted by 6 Non-dermatologists and an Artificial Intelligence Software Skin Artificial Intelligence Versus Dermatoscopy x 20,2022-04-20,Analysis of photos of pigmented tumours by the three groups,Unaddressed,157,Comparison results between expert dermatologists with x20 dermatoscopic photos (Group A) and non-dermatologists physicians with x400 dermatoscopic photos (Group B),"Comparison results between expert dermatologists with x20 dermatoscopic photos (Group A) and gynecologists with x400 dermatoscopic photos (Group B1), Comparison results between expert dermatologists with x20 dermatoscopic photos (Group A) and general practitioners with x400 dermatoscopic photos (Group B2), Comparison results between gynecologists with x400 dermatoscopic photos (Group B1) and general practitioners with x400 dermatoscopic photos (Group B2)., Comparison results between expert dermatologists with x400 dermatoscopic photos (Group A) and skin Artificial intelligence software with x400 dermatoscopic photos (Group C)., Comparison results between dermatologists physicians with x400 dermatoscopic photos (Group B) and skin Artificial intelligence software with x400 dermatoscopic photos (Group C).",Observational,,"Inclusion Criteria:

- Men and women with a pigmented lesion of the genital mucosa, having benefited from a mucosal consultation at the University Hospital of Saint-Etienne, with Professor Perrot.

The patient's clinical file must contain clinical images, dermatoscopy images x 20 and at least 1 dermatoscopy image x 400.

Exclusion Criteria:

- Patients for whom no x400 dermatoscopy image was noted in the clinical record",France,2023-10-12
NCT03487952,"Solitary Pulmonary Nodule, Multiple Pulmonary Nodules",Evaluation of Lung Nodule Detection With Artificial Intelligence Assisted Computed Tomography in North China,,Questionnaire Administration,Unaddressed,5000,"Study participants undergo baseline LDCT. Images are reviewed via AI software independently to identify lung nodules with diameters greater than 4mm. The software is developed by our computer technology collaborator. A radiologist then reviews the images, reports lung nodules with diameters greater than 4mm and any other abnormalities. The radiologist's findings will be conveyed to the study participants or their primary care physicians within 3 weeks. The process was conducted via double-blind method and detection rates of AI and radiologist will be recorded respectively. Unit of measurement: Percentage (number of participants with detected lung nodules over the total number of participants)., All lung nodules detected will be classified as 4 classes by the density and composition of nodule: 1. pure ground-glass nodule (pGGN); 2. part-solid nodule; 3. solid nodule; 4. uncertain nodule. The number and proportion of each class and the diameter and location of each nodule will be recorded. Unit of measurement: Percentage (number of nodules in each class over the total number of nodules); Numerical value (average value±standard deviation of nodules in each class); Percentage (number of nodules in each lobe over the total number of nodules).","AI assisted CT compared with conventional CT read via radiologist. Unit of measurement: Percentage (detected actionable lung nodules over the total number of actionable nodules)., Study participants undergo baseline LDCT and subsequent yearly LDCT. Making use of these consecutive CT images, volume doubling time (VDT) for each lung nodule can be calculated via software and can be used to evaluate growth of nodule. cUnit of measurement: Numerical value (volume doubling time, VDT)., Hospital Anxiety and Depression Scale (HADS) is included in our questionnaire and score of this scale will be recorded. Unit of measurement: Numerical value (score of scale)., The MOS item short from health survey (SF-36) is included in our questionnaire and score of this scale will be recorded. Unit of measurement: Numerical value (score of scale)., Percentage (the number of detected lung nodules which was finally diagnosed as primary lung cancer over the total number of detected lung nodules)",Observational,,"Inclusion Criteria:

Aged 40 years or older
Routinely conducting chest CT scan at a low-dose setting (120kVp, 40-80mA, slice thickness of 1.25 mm or less) yearly in Lu'an Municipal Hospital and North China Petroleum Bureau General Hospital in at least the past 4 years up to December 2017, willing to continue routine yearly LDCT scan.
Chest CT data are available for DICOM format.
Signed Informed Consent Form.

Exclusion Criteria:

Pregnant woman and the disabled
Past thoracic surgery history, except for diagnostic thoracoscopy
Poor physical status without sufficient respiratory reserve to undergo lobectomy if necessary
Shortened life expectancy less than 10 years
Malignant tumor history within the past 5 years, except for the following conditions: cured skin basal cell carcinoma, superficial bladder carcinoma. and uterine cervix cancer in situ.
Past history of interstitial lung disease, pulmonary bulla and lung tuberculosis.
Other circumstances which is deemed inappropriate for enrollment by the researchers.",,2018-04-04
NCT05648084,Gastrointestinal Cancer,Artificial Intelligence and Cancer Staging in Upper Gastrointestinal Malignancies,,,Unaddressed,200,to investigate the predictive efficiency of staging and the accuracy of the algorithm developed with artificial intelligence by processing tomography images in a region where esophageal cancers are endemic,,Observational,,"Inclusion Criteria:

Being diagnosed with esophageal cancer (adenocarcinoma or squamous cancer)
Being over 18 years old
Having a tomography image before or after chemotherapy.
Giving informed consent to participate in the study.
Having final pathological staging after surgery.

Exclusion Criteria:

Previous thoracic surgery.
Having a recurrent tumor
Inability to perform clinical staging due to technical reasons
Drawings cannot be made due to poor tomography quality.",Turkey,2022-12-13
NCT05214625,Gastro-Intestinal Disorders,Questionnaire Study Concerning Artificial Intelligence,2021-08-12,Questionnaire,Unaddressed,457,"The knowledge on AI in healthcare among gastroenterology patients and physicians, investigated by means of a questionnaire., The experience with AI (in healthcare) among gastroenterology patients and physicians, investigated by means of a questionnaire., The oninion on AI in healthcare among gastroenterology patients and physicians, investigated by means of a questionnaire.","The willingness to apply AI in (gastroenterology) healthcare among gastroenterology physicians., The willingness of gastroenterology patients for their physicians to apply AI in (gastroenterology) healthcare., Important advantages and disadvantages of AI use in (gastroenterology) healthcare among gastroenterology patients and physicians., Potential domains within gastroenterology and hepatology for AI use indicated by GI physicians., The availability of technical facilities and infrastructures within endoscopy to implement and apply AI in Dutch hospitals.",Observational,,"Inclusion Criteria:

Gastrointestinal (GI) patients with an outpatient appointment in the gastroenterology department for an endoscopic procedure in the context of the Dutch national screening program, because of gastrointestinal symptoms, or because of follow-up of previously diagnosed bowel diseases (in one of the two participating hospitals);
Gastroenterologists working in Dutch hospitals;
Gastroenterology fellows working in Dutch hospitals;
Minimal age of 18 years old.

Exclusion Criteria:

No appropriate understanding of the Dutch language;
Not willing to sign informed consent;
Objection to participate in medical scientific research, reported in the medical file.","Netherlands, Netherlands",2022-01-31
NCT05139940,Tuberculosis,Validation of Artificial Intelligence Enabled TB Screening and Diagnosis in Zambia,2022-11-30,,Unaddressed,2432,"1. Operating point selection for TB AI algorithm and Abnormal/Normal AI algorithm on CXRs for outcomes listed in Main Cross Sectional Group., 1. TB AI algorithm sensitivity and specificity in detecting active TB on CXR compared to panel of radiologists","1. TB AI algorithm sensitivity and specificity in detecting active TB compared to World Health Organisation (WHO) performance guidelines of 90% sensitivity and 70% specificity, 2. Abnormal/Normal AI algorithm sensitivity and specificity compared to 90% sensitivity and 50% specificity.",Observational,,"Inclusion Criteria:

Participants who are 18 years and older with a known HIV status or are willing to undergo HIV testing if unknown HIV status and meet the following criteria will be included in the study:

Presumptive TB patients defined as having any of the following:

○ Cough, Weight loss, Night sweats, Fever

Household /close TB contacts regardless of symptoms
Newly diagnosed HIV regardless of symptoms.

Exclusion Criteria:

Individuals who do meet the above inclusion criteria will be excluded. In addition, individuals with history of TB treatment within 365 days prior to enrolment will be excluded.","Zambia, Zambia, Zambia",2021-12-01
NCT04743479,"Pancreatic Cancer, Diabetes, Familial Pancreatic Cancer, Pancreatic Cystic Neoplasm, Chronic Pancreatitis, Hereditary Pancreatitis",Artificial Intelligence-based Early Screening of Pancreatic Cancer and High Risk Tracing (ESPRIT-AI),2030-12-30,high-resolution MRI/CT examinations,Unaddressed,5000,"Determine incidence of pancreatic cancer or precursor lesions among high risk individuals., Assesses the influence of risk factors on the incidence of pancreatic cancer or precursor lesions among high risk individuals.","Calculate survival time from point of diagnosis and treatment among the identified patients with pancreatic cancer., Assesses the influence of risk factors on survival time among the identified patients with pancreatic cancer., Determine diagnostic yield (sensitivity, specificity, positive/negative predictive value and accuracy) of AI-based surveillance program to predict early stage pancreatic cancer.",Observational,,"Inclusion Criteria:

Subject is able and willing to provide informed consent and sign an informed consent form.
Subject or authorized representative must be willing to complete a detailed questionnaire.

Subject must meet one of the following criteria:

New onset diabetes (diagnosed within the past 3 years)
Familial pancreatic cancer
Inherited syndromes associated with pancreatic cancer (including Hereditary pancreatitis, Familial atypical multiple mole and melanoma syndrome, Hereditary nonpolyposis colon cancer, Peutz-Jeghers syndrome, Hereditary breast and ovarian cancer syndromes, etc)
Pancreatic cystic neoplasm (including IPMN, MCN)
Chronic pancreatitis

Exclusion Criteria:

Subject has been diagnosed with pancreatic cancer or other malignant tumors in the last 5 years;
Subject has any medical condition that contraindicates high-resolution MRI or CT;
Subject cannot be followed up or is participating in other clinical trials.",China,2021-02-08
NCT06062433,Asthma in Children,A Study of Remote Asthma Management Using an Integrated Artificial Intelligence-assisted EHR Dashboard and Mobile Device Compared With Usual Asthma Care to Treat 6-17 Year Old Patients,,"AsthmaTuner, Asthma-Guidance and Prediction System",Not Applicable,150,Measured by single question to assess satisfaction about asthma care using a Likert scale where 1=strongly disagree and 5=strongly agree. Higher score indicates greater satisfaction.,"Total time allocated to asthma visits which includes time spent with pediatric participant, EHR review, and completion of timed clinical task., Total number of on-site visits for related asthma care, Number of subjects to have poorly controlled asthma defined as Asthma Control Test or Childhood Asthma Control Test score less than 20.",Interventional,,"Inclusion Criteria:

Clinician participants are eligible to be included in the study only if all of the following criteria apply:

Employed as consultant or nurse practitioner at study sites.
Able to provide written consent.
Are willing to follow recommendations to schedule/see participant and their caregiver for regular asthma follow-up care every 3-6 months.

All asthma care coordinators who are involved in the usual care of pediatric participants will also be recruited for inclusion in the study.

Pediatric participants are eligible to be included in the study only if all of the following criteria apply:

Ages 6-17 years old with diagnosis of asthma.
Have a caregiver who is willing to participate alongside pediatric participant and to have regular asthma follow-up care every 3-6 months.
Adolescent participants ages 13-17 years and their caregivers are able to give written informed consent; or child participants ages 7-12 years are able to provide assent and their caregivers are able to give written informed consent (subjects who are 6 years old will be waived).
Both participant and caregiver are able to read and write in English.
Receive pediatric primary care at study sites from participating study clinician.
Access for caregiver and/or adolescent participants to an Android or iPhone with Wi-Fi access and availability for at least monthly use.
Active asthma defined by at least one clinic visit with a diagnosis of asthma per EHR or on active asthma control or rescue medication in the past 12 months. Priority will be given to those with persistent asthma on inhaled corticosteroids therapy or those with poorly controlled asthma defined by any of the following criteria in the past 12 months, except item v (past 2-week period); i. Asthma Control Test for adolescents ≥ 12 years or Childhood Asthma Control Test for children < 12 years (score< 20); ii. ED visit for asthma; or iii. Hospitalization for asthma; or iv. Unscheduled outpatient visit for asthma requiring oral corticosteroid use; or v. Asthma symptoms at the screening interview, including 1) more than 2 days per week shortness of breath, wheezing, chest tightness, or 2) more than 1 night awakening due to asthma in the past 2-week period.
Participant had their latest asthma follow-up visit more than 3 months prior to the screening date of the study.

Exclusion Criteria:

Pediatric participants who do not meet the eligibility criteria described above will be excluded and those will be excluded from the study if any of the following criteria apply:

Major medical problems prohibiting study participation and inability to perform study procedures (including spirometry); suspected symptoms of exercise-induced laryngeal obstruction (EILO), tracheobronchial foreign body at or about the incidence date of asthma, wheezing occurring only in response to anesthesia or medications, bullous emphysema or pulmonary fibrosis on chest radiograph, PiZZ alpha1-antitrypsin, cystic fibrosis, or other major chest disease such as severe kyphoscoliosis or bronchiectasis.
Pediatric participant pregnancy.
Hyposensitization therapy for > 3 months prior to study enrollment.
Participation in any other interventional studies for asthma within 1 month prior to study.",United States,2023-10-02
NCT04723758,"Colonic Polyp, Colorectal Polyp, Colorectal Adenoma, Colorectal Adenomatous Polyp, Colorectal SSA, Sessile Serrated Adenoma, Sessile Colonic Polyp",COLO-DETECT: Can an Artificial Intelligence Device Increase Detection of Polyps During Colonoscopy?,2023-04-30,"GI Genius-assisted diagnostic colonoscopy, Diagnostic Colonoscopy",Not Applicable,2032,The number of adenomas identified during each colonoscopy will be summed and divided by the total number of colonoscopies performed. MAP is usually expressed as a number to one decimal place (e.g. 1.2).,"Whether or not at least one adenoma is detected at colonoscopy will be determined for each participant. The number of colonoscopies where one or more adenomas is identified will be divided by the total number of colonoscopies to give the ADR. ADR is usually expressed as a percentage., The number of adenomas identified during each colonoscopy within the 'screening' participant population will be summed and divided by the total number of colonoscopies in that participant population. The MAP for the 'screening' participant population within each study arm will be compared, The number of adenomas identified during each colonoscopy within the 'symptomatic' participant population will be summed and divided by the total number of colonoscopies in that participant population to calculate MAP. The MAP for the 'symptomatic' participant population within each study arm will be compared, Whether or not at least one adenoma is detected at colonoscopy will be determined for each participant within the 'screening' participant population. The number of colonoscopies where one or more adenomas is identified will be divided by the total number of colonoscopies in that participant population to calculate ADR. The ADR for the 'screening' participant population within each study arm will be compared, Whether or not at least one adenoma is detected at colonoscopy will be determined for each participant within the 'symptomatic' participant population. The number of colonoscopies where one or more adenomas is identified will be divided by the total number of colonoscopies in that participant population to calculate ADR. The ADR for the 'symptomatic' participant population within each study arm will be compared, The total number of polyps detected during each colonoscopy will be summed, and divided by the total number of colonoscopies, to calculate MPP. MPP is usually expressed as a number to one decimal place., The total number of polyps detected during colonoscopy for each participant within the 'screening' participant population. will be summed, and divided by the total number of colonoscopies in that participant population, to calculate MPP. MPP is usually expressed as a number to one decimal place., The total number of polyps detected during colonoscopy for each participant within the 'symptomatic' participant population will be summed, and divided by the total number of colonoscopies in that participant population, to calculate MPP. MPP is usually expressed as a number to one decimal place., Whether or not at least one polyp is detected at colonoscopy will be determined for each participant. The number of colonoscopies where one or more polyps is detected will be divided by the total number of colonoscopies in that participant population to calculate PDR, which is normally expressed as a percentage., Whether or not at least one polyp is detected at colonoscopy will be determined for each participant within the 'screening' participant population. The number of colonoscopies where one or more polyps is identified will be divided by the total number of colonoscopies in that participant population to calculate PDR, which is normally expressed as a percentage., Whether or not at least one polyp is detected at colonoscopy will be determined for each participant within the 'symptomatic' participant population. The number of colonoscopies where one or more polyps is identified will be divided by the total number of colonoscopies in that participant population to calculate PDR, which is normally expressed as a percentage., The location, size, and morphology of the polyps identified (and histology if retrieved) in each study arm will be compared. This will also be analysed for both the screening and symptomatic participant populations in each study arm., The number of colonoscopies in each study arm in which one or more SSPs is identified, divided by the total number of colonoscopies in each arm. This will also be analysed for both the screening and symptomatic participant populations in each study arm., The number of CRCs detected in each study arm divided by the total number of colonoscopies in each arm. This will include polyps removed and later found to cancerous on histology and lesions felt to be cancerous at the time of colonoscopy. This will also be analysed for both the screening and symptomatic participant populations in each study arm., The number of AAs detected in each study arm divided by the total number of colonoscopies in each arm. This will also be analysed for both the screening and symptomatic participant populations in each study arm., Caecal intubation rate (the proportion of colonoscopies in which the colonoscope reaches the furthest extent of the colon) will be compared between the study arms to assess for non-inferiority, Insertion time to caecum (time taken to reach the furthest point of the large bowel) will be compared between the study arms to assess for non-inferiority, Total time required to perform the colonoscopy will be compared between the study arms to assess for non-inferiority, Total withdrawal time (time taken to remove the colonoscope from the furthest point of the colon) in the absence of any polyps will be compared between the study arms to assess for non-inferiority, Colonoscopist-assessed patient comfort scores will be compared between the study arms to assess for non-inferiority, Nurse-assessed patient comfort scores will be compared between the study arms to assess for non-inferiority, A validated Patient-Reported Experience Measure (Newcastle ENDOPREM) will be used to compare patient experience of colonoscopy between study arms, The EuroQoL EQ-5D-5L (validated quality of life questionnaire) will be used to compare patient-reported health-related quality of life, between study arms, The need for further colonoscopy for each participant is determined by the findings at the index colonoscopy, according to national guidelines on polyp surveillance. This may differ between study arms if more polyps are identified in one arm., Some colonoscopists partake in the national Bowel Cancer Screening Programme (BCSP) and some do not. MAP will be analysed by colonoscopist status within each study arm., Some colonoscopists partake in the national Bowel Cancer Screening Programme (BCSP) and some do not. ADR will be analysed by colonoscopist status within each study arm., MAP for the first 20 percent of participants will be compared to MAP for the last 20 percent of participants scoped by each participating colonoscopist, to assess for change over the course of the study., ADR for the first 20 percent of participants will be compared to ADR for the last 20 percent of participants scoped by each participating colonoscopist, to assess for change over the course of the study., MAP may vary from baseline, even in the control arm due to a contamination or learning effect; comparing baseline values to those during the study assesses for this effect., ADR may vary from baseline, even in the control arm due to a contamination or learning effect; comparing baseline values to those during the study assesses for this effect.",Interventional,,"Inclusion Criteria:

Able to give informed consent

Patients attending for colonoscopy

Through standard National Health Service (NHS) care (most commonly due to iron deficiency anaemia, altered bowel habit, weight loss, rectal bleeding, positive FIT (faecal immunohistochemical test) based on symptoms, those referred on basis of family history, abnormal cross- sectional imaging, polyp surveillance or post CRC surveillance)
Through Bowel Cancer Screening Programme (FIT positive, surveillance)
Colonoscopy to be performed by colonoscopist trained to perform GGC as part of the study

Exclusion Criteria:

Absolute contraindications to colonoscopy
Patients lacking capacity to give informed consent
Confirmed or expected pregnancy
Established or suspected large bowel obstruction or pseudo-obstruction
Known presence of colorectal cancer or polyposis syndromes
Known colonic strictures (meaning that the colonoscopy maybe incomplete)
Known active colitis (ulcerative colitis, Crohn's colitis, diverticulitis, infective colitis)
Inflammatory Bowel Disease (IBD) surveillance procedures
Patients who are on clopidogrel, warfarin, or other antiplatelet agents or anticoagulants who have not stopped this for the procedure (as polyps cannot be removed and thus histology cannot be confirmed)
Patients who are attending for a planned therapeutic procedure or assessment of a known lesion
Patients referred with polyps identified on Bowel Scope procedure","United Kingdom, United Kingdom, United Kingdom, United Kingdom, United Kingdom, United Kingdom, United Kingdom, United Kingdom, United Kingdom, United Kingdom",2021-01-26
NCT05766722,Cataract,Feasibility of an Artificial Intelligence Phone Call After Cataract Surgery,2023-12-01,DORA AI,Not Applicable,250,"Clinical safety will be assessed using the comparison between Dora's clinical decision and the OT team's clinical decision., System usability scale will be used to assess usability of the technology. The scores are 0-100, a score above a 68 would be considered above average and anything below 68 is below average, System usability scale will be used to assess appropriateness of the technology. The scores are 0-100, a score above a 68 would be considered above average and anything below 68 is below average, Cost effectiveness will be assessed by comparing the cost of the system to the clinic specific costs (resources used and potential staff-hours) and patient specific costs (travel and time needed to be taken off from work)",To determine what can be learnt to enhance AI technology in the field of ophthalmology especially when working with culturally diverse patients such as Punjabi and Chinese speaking patients by holding interviews from a randomly selected pool of applicants selected for an in-depth interview to better understand their experience with Dora such as challenges regarding communication and comprehension of the technology.,Interventional,,"Inclusion Criteria:

Patients who are undergoing uncomplicated cataract surgery at a high volume surgical centre.

Exclusion Criteria:

clinically significant complications during surgery that require more than the standard postop treatment or follow-up",,2023-03-13
NCT05792267,Pancreatic Disease,Clinical Research on a Novel Deep-learning Based System in Pancreatic Endoscopic Ultrasound Scanning,2024-01-31,artificial intelligence system,Not Applicable,200,"The number of correctly classified images divided by the total number of images., It was defined as the relative area of overlap between the predicted bounding box(A) and the ground-truth(B) bounding box., When the IoU was greater than the threshold, the prediction was true positive(TP); when the IoU was less than the threshold, the prediction was false positive(FP). When the model segmentation area was equal to 0, it was false negative(FN).Precision=TP/(TP+FP), Recall=TP/(TP+FN), Dice=2TP/(2TP+FP+FN)",This data is to evaluate the agreement between the model and the endoscopists.,Interventional,,"Inclusion Criteria:

1. Age ≥18 years old, <80 years old 2.Patients who need endoscopic ultrasonography of pancreas; 3. Agree to participate in this study and sign the informed consent form.

Exclusion Criteria:

Subjects who meet any of the following criteria cannot be selected for this trial:

First. The patient's physical condition does not meet the requirements of conventional endoscopic ultrasonography:

Poor physical condition, including hemoglobin ≤8.0g/dl, severe cardiopulmonary insufficiency, etc.
Anesthesia assessment failed
Pregnancy or breastfeeding
In the acute stage of chemical and corrosive injury, it is very easy to cause perforation
Recent acute coronary syndrome or clinically unstable ischemic heart attack
Heart disease patients with right-to-left shunt, patients with severe pulmonary hypertension (pulmonary artery pressure> 90mmHg),patients with uncontrolled systemic hypertension and patients with adult respiratory distress syndrome.

Second. Disagree to participate in this study.

Third. There are other problems that do not meet the requirements of this research or that affect the results of the research:

Pancreatic disease has undergone surgery or radiotherapy and chemotherapy beforehand;
Mental illness, drug addiction, inability to express themselves or other diseases that may affect follow-up.",China,2023-03-31
NCT06094270,Colonoscopy,Artificial-intelligence-based Reporting Technology for Endoscopy Monitoring and Imaging System,2024-03-31,EndoMind,Unaddressed,138,The error between gold standard withdrawal time and the withdrawal time estimated from the proposed AI system and the physician are compared for the same examination.,"A board of endoscopy experts receives the reports generated by the proposed system and evaluate the quality and satisfaction for the images included in the report. Evaluation will be performed on a Likert scale from 1 to 5., Interventions will be split into two categories, those containing at least one resection and those without any resections.The error between gold standard withdrawal time and the withdrawal time estimated from the proposed AI system and the physician are compared for each subgroups of examinations separately., Evaluation of the number of examinations where the withdrawal time could not be calculated and the causes.",Observational,,"Inclusion Criteria:

Adult patients (>18 years)
Scheduled for colonoscopy

Exclusion Criteria:

Patient / Examination level

Inflammatory Bowel Disease
Familial Polyposis Syndrome
Patient after radiation/resection of colonic parts

Data level

Endoscopic recordings started after beginning of withdrawal.
Examination recordings stopped before the end of the examination.
Examinations with corrupt video signal",Germany,2023-10-23
